description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Armor Dye - White -> Black	1			100	18	378	1		2	tors	y54						useitem				CD-Black			1	1	state		212	1	1	CD-Tracker			1	1	CD-White			-1	-1	state		211	-1	-1																																																											0
Armor Dye - White -> Blue	1			100	18	378	1		2	tors	y55						useitem				CD-Blue			1	1	state		213	1	1	CD-Tracker			2	2	CD-White			-1	-1	state		211	-1	-1																																																											0
Armor Dye - White -> Red	1			100	18	378	1		2	tors	y56						useitem				CD-Red			1	1	state		214	1	1	CD-Tracker			3	3	CD-White			-1	-1	state		211	-1	-1																																																											0
Armor Dye - White -> Green	1			100	18	378	1		2	tors	y57						useitem				CD-Green			1	1	state		215	1	1	CD-Tracker			4	4	CD-White			-1	-1	state		211	-1	-1																																																											0
Armor Dye - White -> Yellow	1			100	18	378	1		2	tors	y58						useitem				CD-Yellow			1	1	state		216	1	1	CD-Tracker			5	5	CD-White			-1	-1	state		211	-1	-1																																																											0
Armor Dye - White -> Purple	1			100	18	378	1		2	tors	y59						useitem				CD-Purple			1	1	state		217	1	1	CD-Tracker			6	6	CD-White			-1	-1	state		211	-1	-1																																																											0
Armor Dye - White -> Clear	1			100	18	378	1		2	tors	y52						useitem				CD-White			-1	-1	state		211	-1	-1	CD-Tracker			-1	-1																																																																					0
Armor Dye - Black -> Blue	1			100	18	378	2		2	tors	y55						useitem				CD-Blue			1	1	state		213	1	1	CD-Tracker			1	1	CD-Black			-1	-1	state		212	-1	-1																																																											0
Armor Dye - Black -> Red	1			100	18	378	2		2	tors	y56						useitem				CD-Red			1	1	state		214	1	1	CD-Tracker			2	2	CD-Black			-1	-1	state		212	-1	-1																																																											0
Armor Dye - Black -> Green	1			100	18	378	2		2	tors	y57						useitem				CD-Green			1	1	state		215	1	1	CD-Tracker			3	3	CD-Black			-1	-1	state		212	-1	-1																																																											0
Armor Dye - Black -> Yellow	1			100	18	378	2		2	tors	y58						useitem				CD-Yellow			1	1	state		216	1	1	CD-Tracker			4	4	CD-Black			-1	-1	state		212	-1	-1																																																											0
Armor Dye - Black -> Purple	1			100	18	378	2		2	tors	y59						useitem				CD-Purple			1	1	state		217	1	1	CD-Tracker			5	5	CD-Black			-1	-1	state		212	-1	-1																																																											0
Armor Dye - Black -> White	1			100	18	378	2		2	tors	y53						useitem				CD-White			1	1	state		211	1	1	CD-Tracker			-1	-1	CD-Black			-1	-1	state		212	-1	-1																																																											0
Armor Dye - Black -> Clear	1			100	18	378	2		2	tors	y52						useitem				CD-Black			-1	-1	state		212	-1	-1	CD-Tracker			-2	-2																																																																					0
Armor Dye - Blue -> Red	1			100	18	378	3		2	tors	y56						useitem				CD-Red			1	1	state		214	1	1	CD-Tracker			1	1	CD-Blue			-1	-1	state		213	-1	-1																																																											0
Armor Dye - Blue -> Green	1			100	18	378	3		2	tors	y57						useitem				CD-Green			1	1	state		215	1	1	CD-Tracker			2	2	CD-Blue			-1	-1	state		213	-1	-1																																																											0
Armor Dye - Blue -> Yellow	1			100	18	378	3		2	tors	y58						useitem				CD-Yellow			1	1	state		216	1	1	CD-Tracker			3	3	CD-Blue			-1	-1	state		213	-1	-1																																																											0
Armor Dye - Blue -> Purple	1			100	18	378	3		2	tors	y59						useitem				CD-Purple			1	1	state		217	1	1	CD-Tracker			4	4	CD-Blue			-1	-1	state		213	-1	-1																																																											0
Armor Dye - Blue -> White	1			100	18	378	3		2	tors	y53						useitem				CD-White			1	1	state		211	1	1	CD-Tracker			-2	-2	CD-Blue			-1	-1	state		213	-1	-1																																																											0
Armor Dye - Blue -> Black	1			100	18	378	3		2	tors	y54						useitem				CD-Black			1	1	state		212	1	1	CD-Tracker			-1	-1	CD-Blue			-1	-1	state		213	-1	-1																																																											0
Armor Dye - Blue -> Clear	1			100	18	378	3		2	tors	y52						useitem				CD-Blue			-1	-1	state		213	-1	-1	CD-Tracker			-3	-3																																																																					0
Armor Dye - Red -> Green	1			100	18	378	4		2	tors	y57						useitem				CD-Green			1	1	state		215	1	1	CD-Tracker			1	1	CD-Red			-1	-1	state		214	-1	-1																																																											0
Armor Dye - Red -> Yellow	1			100	18	378	4		2	tors	y58						useitem				CD-Yellow			1	1	state		216	1	1	CD-Tracker			2	2	CD-Red			-1	-1	state		214	-1	-1																																																											0
Armor Dye - Red -> Purple	1			100	18	378	4		2	tors	y59						useitem				CD-Purple			1	1	state		217	1	1	CD-Tracker			3	3	CD-Red			-1	-1	state		214	-1	-1																																																											0
Armor Dye - Red -> White	1			100	18	378	4		2	tors	y53						useitem				CD-White			1	1	state		211	1	1	CD-Tracker			-3	-3	CD-Red			-1	-1	state		214	-1	-1																																																											0
Armor Dye - Red -> Black	1			100	18	378	4		2	tors	y54						useitem				CD-Black			1	1	state		212	1	1	CD-Tracker			-2	-2	CD-Red			-1	-1	state		214	-1	-1																																																											0
Armor Dye - Red -> Blue	1			100	18	378	4		2	tors	y55						useitem				CD-Blue			1	1	state		213	1	1	CD-Tracker			-1	-1	CD-Red			-1	-1	state		214	-1	-1																																																											0
Armor Dye - Red -> Clear	1			100	18	378	4		2	tors	y52						useitem				CD-Red			-1	-1	state		214	-1	-1	CD-Tracker			-4	-4																																																																					0
Armor Dye - Green -> Yellow	1			100	18	378	5		2	tors	y58						useitem				CD-Yellow			1	1	state		216	1	1	CD-Tracker			1	1	CD-Green			-1	-1	state		215	-1	-1																																																											0
Armor Dye - Green -> Purple	1			100	18	378	5		2	tors	y59						useitem				CD-Purple			1	1	state		217	1	1	CD-Tracker			2	2	CD-Green			-1	-1	state		215	-1	-1																																																											0
Armor Dye - Green -> White	1			100	18	378	5		2	tors	y53						useitem				CD-White			1	1	state		211	1	1	CD-Tracker			-4	-4	CD-Green			-1	-1	state		215	-1	-1																																																											0
Armor Dye - Green -> Black	1			100	18	378	5		2	tors	y54						useitem				CD-Black			1	1	state		212	1	1	CD-Tracker			-3	-3	CD-Green			-1	-1	state		215	-1	-1																																																											0
Armor Dye - Green -> Blue	1			100	18	378	5		2	tors	y55						useitem				CD-Blue			1	1	state		213	1	1	CD-Tracker			-2	-2	CD-Green			-1	-1	state		215	-1	-1																																																											0
Armor Dye - Green -> Red	1			100	18	378	5		2	tors	y56						useitem				CD-Red			1	1	state		214	1	1	CD-Tracker			-1	-1	CD-Green			-1	-1	state		215	-1	-1																																																											0
Armor Dye - Green -> Clear	1			100	18	378	5		2	tors	y52						useitem				CD-Green			-1	-1	state		215	-1	-1	CD-Tracker			-5	-5																																																																					0
Armor Dye - Yellow -> Purple	1			100	18	378	6		2	tors	y59						useitem				CD-Purple			1	1	state		217	1	1	CD-Tracker			1	1	CD-Yellow			-1	-1	state		216	-1	-1																																																											0
Armor Dye - Yellow -> White	1			100	18	378	6		2	tors	y53						useitem				CD-White			1	1	state		211	1	1	CD-Tracker			-5	-5	CD-Yellow			-1	-1	state		216	-1	-1																																																											0
Armor Dye - Yellow -> Black	1			100	18	378	6		2	tors	y54						useitem				CD-Black			1	1	state		212	1	1	CD-Tracker			-4	-4	CD-Yellow			-1	-1	state		216	-1	-1																																																											0
Armor Dye - Yellow -> Blue	1			100	18	378	6		2	tors	y55						useitem				CD-Blue			1	1	state		213	1	1	CD-Tracker			-3	-3	CD-Yellow			-1	-1	state		216	-1	-1																																																											0
Armor Dye - Yellow -> Red	1			100	18	378	6		2	tors	y56						useitem				CD-Red			1	1	state		214	1	1	CD-Tracker			-2	-2	CD-Yellow			-1	-1	state		216	-1	-1																																																											0
Armor Dye - Yellow -> Green	1			100	18	378	6		2	tors	y57						useitem				CD-Green			1	1	state		215	1	1	CD-Tracker			-1	-1	CD-Yellow			-1	-1	state		216	-1	-1																																																											0
Armor Dye - Yellow -> Clear	1			100	18	378	6		2	tors	y52						useitem				CD-Yellow			-1	-1	state		216	-1	-1	CD-Tracker			-6	-6																																																																					0
Armor Dye - Purple -> White	1			100	18	378	7		2	tors	y53						useitem				CD-White			1	1	state		211	1	1	CD-Tracker			-6	-6	CD-Purple			-1	-1	state		217	-1	-1																																																											0
Armor Dye - Purple -> Black	1			100	18	378	7		2	tors	y54						useitem				CD-Black			1	1	state		212	1	1	CD-Tracker			-5	-5	CD-Purple			-1	-1	state		217	-1	-1																																																											0
Armor Dye - Purple -> Blue	1			100	18	378	7		2	tors	y55						useitem				CD-Blue			1	1	state		213	1	1	CD-Tracker			-4	-4	CD-Purple			-1	-1	state		217	-1	-1																																																											0
Armor Dye - Purple -> Red	1			100	18	378	7		2	tors	y56						useitem				CD-Red			1	1	state		214	1	1	CD-Tracker			-3	-3	CD-Purple			-1	-1	state		217	-1	-1																																																											0
Armor Dye - Purple -> Green	1			100	18	378	7		2	tors	y57						useitem				CD-Green			1	1	state		215	1	1	CD-Tracker			-2	-2	CD-Purple			-1	-1	state		217	-1	-1																																																											0
Armor Dye - Purple -> Yellow	1			100	18	378	7		2	tors	y58						useitem				CD-Yellow			1	1	state		216	1	1	CD-Tracker			-1	-1	CD-Purple			-1	-1	state		217	-1	-1																																																											0
Armor Dye - Purple -> Clear	1			100	18	378	7		2	tors	y52						useitem				CD-Purple			-1	-1	state		217	-1	-1	CD-Tracker			-7	-7																																																																					0
Add Socket - Weapon 1	1			100	18	194	0		2	weap	y60						useitem				sock			1	1																																																																															0
Add Socket - Weapon 2	1			100	18	194	1		2	weap	y60						useitem				sock			2	2																																																																															0
Add Socket - Weapon 3	1			100	18	194	2		2	weap	y60						useitem				sock			3	3																																																																															0
Add Socket - Weapon 4	1			100	18	194	3		2	weap	y60						useitem				sock			4	4																																																																															0
Add Socket - Weapon 5	1			100	18	194	4		2	weap	y60						useitem				sock			5	5																																																																															0
Add Socket - Weapon 6	1			100	18	194	5		2	weap	y60						useitem				sock			6	6																																																																															0
Add Socket - Armor 1	1			100	18	194	0		2	armo	y60						useitem				sock			1	1																																																																															0
Add Socket - Armor 2	1			100	18	194	1		2	armo	y60						useitem				sock			2	2																																																																															0
Add Socket - Armor 3	1			100	18	194	2		2	armo	y60						useitem				sock			3	3																																																																															0
Add Socket - Armor 4	1			100	18	194	3		2	armo	y60						useitem				sock			4	4																																																																															0
Create Elzix Equalizer - Piercing	1			100	15	361	50		3	y01	Elzix's Equalizer	sppl					useitem				GB-Total			-50	-50																					Elzix's Equalizer				splashs		372	100	1																																																		0
Create Elzix Equalizer - Cleaving	1			100	15	361	50		3	y01	Elzix's Equalizer	blde					useitem				GB-Total			-50	-50																					Elzix's Equalizer				splashm		370	100	1																																																		0
Create Elzix Equalizer - Sweeping	1			100	15	361	50		3	y01	Elzix's Equalizer	hamm					useitem				GB-Total			-50	-50																					Elzix's Equalizer				splashn		371	100	1																																																		0
Reroll - Prep Baal Skiller	1			100	15	382	91		1	cm3,mag							useitem				levelreq			100	100																					y61	91																																																									0
Reroll - Baal Skiller	1			100	15	361	3		3	y01	y61	cm3,mag					useitem				GB-Total			-3	-3																					y61	91																												cm3,mag	91			levelreq			100	100																					0
Reroll - Finalize Baal Skiller	1			100					2	cm3,mag	y61						useitem				levelreq			-100	-100																																																																															0
Reroll - Prep Magic Jewel	1			100	15	382	34		1	jew,mag							useitem				levelreq			100	100																					y62	34																																																									0
Reroll - Magic Jewel	1			100	15	361	3		3	y01	y62	jew,mag					useitem				GB-Total			-3	-3																					y62	34																												jew,mag	34			levelreq			100	100																					0
Reroll - Finalize Magic Jewel	1			100					2	jew,mag	y62						useitem				levelreq			-100	-100																																																																															0
